id,pos,gloss,persian_gloss,checked,,,,,,
88651,noun,a thin film of oil floating on top of water (especially crude oil spilled from a ship),یک فیلم نازک از روغن شناور در بالای آب (به ویژه روغن خام ریخته شده از کشتی),0,,,,,,
88652,noun,a trowel used to make a surface slick,ماله ای که برای ساختن سطح نرم استفاده می شود,0,,,,,,
88653,noun,a small hand tool with a handle and flat metal blade; used for scooping or spreading plaster or similar materials,یک ابزار دستی کوچک با دسته و تیغه فلزی مسطح ؛,0,,,,,,
88654,noun,a small and very thing piece of glass used to cover the specimen on a microscope slide,یک قطعه شیشه ای کوچک و بسیار کوچک که برای پوشاندن نمونه روی لام میکروسکوپ استفاده می شود,0,,,,,,
88655,noun,valve that opens and closes a passageway by sliding over a port,دریچه ای که با کشیدن روی یک درگاه ، یک مسیر عبور را باز و بسته می کند,0,,,,,,
88656,noun,someone who races the luge,کسی که با لگ مسابقه می دهد,0,,,,,,
88657,noun,freshwater turtle of United States and South America; frequently raised commercially; some young sold as pets,لاک پشت آب شیرین ایالات متحده و آمریکای جنوبی.,0,,,,,,
88658,noun,sliders; red-bellied terrapin,لغزنده,0,,,,,,
88659,noun,a wage scale that fluctuates in response to the cost-of-living index,مقیاس دستمزد که در پاسخ به شاخص هزینه زندگی نوسان دارد,0,,,,,,
88660,noun,a slime mold of the class Myxomycetes,یک قالب لجن از کلاس Myxomycetes,0,,,,,,
88661,noun,differing from true slime molds in being cellular and nucleate throughout the life cycle,متفاوت از قالب لجن واقعی در سلول و هسته ای بودن در طول چرخه زندگی است,0,,,,,,
88662,adjective,"covered with or resembling slime; ""a slimy substance covered the rocks""",پوشیده شده یا شبیه لجن,0,,,,,,
88663,noun,a sling made with gin,یک زنجیر ساخته شده با جین,0,,,,,,
88664,noun,a sling made with rum,یک زنجیر ساخته شده با روم,0,,,,,,
88665,verb,"walk stealthily; ""I saw a cougar slinking toward its prey""",یواشکی راه رفتن ؛,0,,,,,,
88666,noun,"a young and slender person; ""he's a mere slip of a lad""",یک فرد جوان و لاغر,0,,,,,,
88667,noun,a thin strip of metal or bone that is used to stiffen a garment (e.g. a corset),یک نوار نازک از فلز یا استخوان که برای سفت کردن لباس استفاده می شود (به عنوان مثال کرست),0,,,,,,
88668,noun,"a short strip of material attached to or projecting from something in order to facilitate opening or identifying or handling it; ""pull the tab to open the can""; ""files with a red tab will be stored separately""; ""the collar has a tab with a button hole""; ""the filing cards were organized by cards having indexed tabs""",یک نوار کوتاه از مواد به منظور سهولت در باز کردن یا شناسایی یا کار با آن ، به چیزی متصل یا از آن فرافکنی می شود.,0,,,,,,
88669,noun,a narrow strip of material to cover the joint of a door or window to exclude the cold,یک نوار باریک از مواد برای پوشاندن محل اتصال درب یا پنجره برای جلوگیری از سرما,0,,,,,,
88670,noun,loose stitch catching only a thread or two of fabric; designed to be invisible from the right side,کوک شل گرفتن فقط یک یا دو نخ پارچه ؛,0,,,,,,
88671,noun,a removable fitted cloth covering for upholstered furniture,یک پارچه پارچه ای متحرک متحرک برای مبلمان وبهلسترد,0,,,,,,
88672,noun,a wide triangular slipknot for tying a tie,یک گره کوتاه مثلثی برای بستن کراوات,0,,,,,,
88673,noun,a sweater that is put on by pulling it over the head,یک ژاکت که با کشیدن آن روی سر پوشیده می شود,0,,,,,,
88674,noun,cotton knit pullover with long sleeves worn during athletic activity,پیراهن کشباف پنبه ای با آستین بلند که در حین فعالیت ورزشی پوشیده می شود,0,,,,,,
88675,adjective,"(of surfaces especially of cooking utensils) permitting easy removal of adherent food particles; ""a frying pan with a nonstick surface""",(از سطوح مخصوصاً ظروف پخت و پز) اجازه حذف آسان ذرات غذای چسبنده را می دهد.,0,,,,,,
88676,adjective,being a smooth continuous motion,یک حرکت پیوسته صاف است,0,,,,,,
88677,adjective,"moving as on a slippery surface; ""his slipping and slithering progress over the ice""",حرکت در سطح لغزنده ؛,0,,,,,,
88678,adjective,"having a slippery surface or quality ; ""slithery mud""; ""slithery eels""",داشتن سطح یا کیفیت لغزنده ؛,0,,,,,,
88679,adjective,"not to be trusted; ""how extraordinarily slippery a liar the camera is""- James Agee",قابل اعتماد نیست,0,,,,,,
88680,noun,"a small slit (as for inserting a coin or depositing mail); ""he put a quarter in the slot""",یک شکاف کوچک (همانطور که برای قرار دادن یک سکه یا واریز نامه),0,,,,,,
88681,noun,a slit in a garment (as in the back seam of a jacket),شکاف در لباس (مانند درز پشتی کت),0,,,,,,
88682,noun,narrow trench for shelter in battle,سنگر باریک برای پناه دادن در جنگ,0,,,,,,
88683,noun,wild plum of northeastern United States having dark purple fruits with yellow flesh,آلو وحشی شمال شرقی ایالات متحده دارای میوه های بنفش تیره با گوشت زرد,0,,,,,,
88684,verb,"work doggedly or persistently; ""She keeps plugging away at her dissertation""",سگ کاری یا مداوم کار کنید,0,,,,,,
88685,noun,a sailing vessel with a single mast set about one third of the boat's length aft of the bow,یک کشتی قایقرانی با یک دکل تقریباً یک سوم طول قایق را در عقب کمان تنظیم می کند,0,,,,,,
88686,noun,a sloop with a simplified rig and no bowsprit,یک پهلو با یک دکل ساده و بدون سر و صدا,0,,,,,,
88687,noun,a small sloop having the keep of a knockabout but with finer lines and carrying more sail,یک شیب کوچک با نگه داشتن یک knockabout اما با خطوط ظریف تر و حمل بادبان بیشتر,0,,,,,,
88688,noun,a sailing or steam warship having cannons on only one deck,یک کشتی جنگی قایقرانی یا بخار که فقط در یک عرشه توپ دارد,0,,,,,,
88689,noun,"(usually plural) waste water from a kitchen or bathroom or chamber pot that has to be emptied by hand; ""she carried out the sink slops""",(معمولاً جمع) آب را از آشپزخانه یا حمام یا گلدان مجلسی که باید با دست تخلیه شود هدر دهید.,0,,,,,,
88690,adjective,"lacking neatness or order; ""a sloppy room""; ""sloppy habits""",فاقد نظافت یا نظم.,0,,,,,,
88691,adjective,"wet or smeared with a spilled liquid or moist material; ""a sloppy floor""; ""a sloppy saucer""",مرطوب یا آغشته به مایع ریخته شده یا مواد مرطوب ؛,0,,,,,,
88692,adjective,excessively or abnormally emotional,بیش از حد یا غیر عاطفی عاطفی,0,,,,,,
88693,noun,a slot through which coins can be inserted into a slot machine,شکافی که از طریق آن می توان سکه ها را در دستگاه اسلات قرار داد,0,,,,,,
88694,noun,a slot (usually in a door) through which mail can be delivered,یک شکاف (معمولاً درب منزل) که از طریق آن می توان نامه را تحویل داد,0,,,,,,
88695,noun,"the trail of an animal (especially a deer); ""he followed the deer's slot over the soft turf to the edge of the trees""",دنباله حیوان (به ویژه گوزن) ؛,0,,,,,,
88696,noun,"a slot machine that is used for gambling; ""they spend hours and hours just playing the slots""",یک ماشین اسلات که برای قمار استفاده می شود.,0,,,,,,
88697,noun,a family of edentates comprising the true sloths,خانواده ای از حاشیه نشین ها که شامل تنبلهای واقعی می شوند,0,,,,,,
88698,noun,a sloth that has three long claws on each forefoot and each hindfoot,یک تنبل که در هر قسمت جلوی پا و هر عقب سه چنگال بلند دارد,0,,,,,,
88699,noun,relatively small fast-moving sloth with two long claws on each front foot,تنبلی نسبتاً کوچک سریع و سریع با دو چنگال بلند روی هر پای جلو,0,,,,,,
88700,noun,a sloth of Central America that has two long claws on each forefoot and three long claws on each hindfoot,شلخته ای از آمریکای مرکزی که دارای دو چنگال بلند در هر قسمت جلوی پا و سه چنگال بلند بر روی هر دو پا است,0,,,,,,
88701,verb,walk slovenly,آهسته راه برو,0,,,,,,
88702,adjective,"lacking stiffness in form or posture; ""a slouchy sweater""",فاقد سفتی در فرم یا حالت.,0,,,,,,
88703,noun,a stagnant swamp (especially as part of a bayou),یک باتلاق راکد (به ویژه به عنوان بخشی از bayou),0,,,,,,
88704,noun,low land that is seasonally flooded; has more woody plants than a marsh and better drainage than a bog,زمین کم آب که به صورت فصلی آب گرفتگی شده است.,0,,,,,,
88705,adjective,"used of traffic; ""bumper-to-bumper traffic""",مورد استفاده از ترافیک؛,0,,,,,,
88706,adjective,"passing painfully or tediously slowly; ""the dragging minutes""",با درد یا خستگی آهسته عبور می کند.,0,,,,,,
88707,adjective,(used of speech) uttered slowly with prolonged vowels,(مورد استفاده از گفتار) به آرامی با مصوت های طولانی گفته می شود,0,,,,,,
88708,adjective,(used of records) playing at a slower speed and for a longer time than earlier records,(از رکوردها استفاده می شود) با سرعت کمتری و مدت زمان طولانی تری نسبت به رکوردهای قبلی پخش می شود,0,,,,,,
88709,adjective,"moving slowly; ""slow-moving cars""",حرکت آهسته,0,,,,,,
88710,adjective,"with little movement; very slow; ""a sluggish stream""",با کمی حرکت؛,0,,,,,,
88711,adjective,(of tempo) as slow and broad as possible,(از سرعت) تا حد ممکن کند و گسترده است,0,,,,,,
88712,adjective,(of tempo) moderate,(با سرعت) متوسط,0,,,,,,
88713,noun,small burrowing legless European lizard with tiny eyes; popularly believed to be blind,سوسمار کوچک اروپایی بدون پا با چشمان ریز.,0,,,,,,
88714,noun,type genus of the Anguidae: blindworms,جنس نوع Anguidae: کرم کور,0,,,,,,
88715,noun,slugs,الاغها,0,,,,,,
88716,verb,"transport in or send down a sluice; ""sluice logs""",حمل و نقل یا ارسال یک شابلون ؛,0,,,,,,
88717,noun,a city district inhabited by people living in huts and shanties,یک منطقه شهری که ساکنان آن در کلبه ها و کلبه ها زندگی می کنند,0,,,,,,
88718,noun,a suspension of insoluble particles (as plaster of Paris or lime or clay etc.) usually in water,تعلیق ذرات نامحلول (به عنوان گچ پاریس یا آهک یا خاک رس و غیره) که معمولاً در آب وجود دارد,0,,,,,,
88719,noun,partially melted snow,بخشی از برف ذوب شده,0,,,,,,
88720,noun,a sailing ship (usually rigged like a sloop or cutter) used in fishing and sailing along the coast,یک کشتی قایقرانی (معمولاً مانند تخته سنگ یا برش تقلب) که در ماهیگیری و قایقرانی در امتداد ساحل استفاده می شود,0,,,,,,
88721,noun,a loud kiss,بوسه ای بلند,0,,,,,,
88722,noun,a mild form of smallpox caused by a less virulent form of the virus,یک نوع خفیف آبله ناشی از یک نوع ویروس کمتر ویروس آور است,0,,,,,,
88723,adjective,having the shrewd resourcefulness needed to survive in an urban environment,داشتن زیرکی زیرک برای زنده ماندن در یک محیط شهری مورد نیاز است,0,,,,,,
88724,noun,an upstart who makes conceited, sardonic, insolent comments,یک فرد مبتدی که اظهار نظرهای مغرورانه ، ساردونیک ، گستاخانه می کند,0,,,,
88725,noun,an arrogant or presumptuous person,یک شخص مغرور یا متکبر,0,,,,,,
88726,noun,money bet or invested by experienced gamblers or investors (especially if they have inside information),شرط بندی پول یا سرمایه گذاری توسط قماربازان یا سرمایه گذاران باتجربه (به ویژه اگر اطلاعات درونی داشته باشند),0,,,,,,
88727,noun,twice the amount that a court would normally find the injured party entitled to,دو برابر مبلغی که دادگاه به طور معمول طرف آسیب دیده را حق دریافت می کند,0,,,,,,
88728,noun,three times the amount that a court would normally find the injured party entitled to,سه برابر مبلغی که دادگاه به طور معمول طرف آسیب دیده را حق دریافت می کند,0,,,,,,
88729,verb,"speak with spotty or superficial knowledge; ""She smatters Russian""",با دانش لکه دار یا سطحی صحبت کنید.,0,,,,,,
88730,noun,a thin tissue or blood sample spread on a glass slide and stained for cytologic examination and diagnosis under a microscope,یک بافت نازک یا نمونه خون روی یک لام شیشه ای پخش شده و برای بررسی و تشخیص سیتولوژیک زیر میکروسکوپ رنگ آمیزی شده است,0,,,,,,
88731,noun,a specimen used for cytologic examination and diagnosis,نمونه ای که برای معاینه و تشخیص سیتولوژیک استفاده می شود,0,,,,,,
88732,noun,any of several cytologic smears obtained from different parts of the alimentary tract; obtained by specialized lavage techniques and used mainly to diagnose cancer in those parts,هر یک از چندین اسمیر سیتولوژیک که از قسمتهای مختلف دستگاه تغذیه به دست می آید.,0,,,,,,
88733,noun,a sample of secretions and superficial cells of the uterine cervix and uterus; examined with a microscope to detect any abnormal cells,نمونه ای از ترشحات و سلولهای سطحی رحم رحم و رحم ؛,0,,,,,,
88734,noun,any of several cytologic smears obtained from different parts of the lower respiratory tract; used for cytologic study of cancer and other diseases of the lungs,هر یک از چندین اسمیر سیتولوژیک که از قسمت های مختلف دستگاه تنفسی تحتانی به دست می آید.,0,,,,,,
88735,noun,smear taken from the vaginal mucosa for cytological analysis,لکه گرفته شده از مخاط واژن برای تجزیه و تحلیل سیتولوژیک,0,,,,,,
88736,verb,"perceive by inhaling through the nose; ""sniff the perfume""",با استنشاق از طریق بینی درک کنید,0,,,,,,
88737,verb,sniff or smell inquiringly,بو و استعلام بو می کشد,0,,,,,,
88738,verb,smell strongly and intensely,بوی شدید و شدیدی داشته باشید,0,,,,,,
88739,noun,sensing an odor by inhaling through the nose,احساس بو با استنشاق از طریق بینی,0,,,,,,
88740,noun,small trout-like silvery marine or freshwater food fishes of cold northern waters,ماهی های خوراکی نقره ای دریایی یا آب شیرین مانند قزل آلا از آبهای سرد شمالی,0,,,,,,
88741,noun,common smelt of eastern North America and Alaska,رایحه رایج شرقی آمریکای شمالی و آلاسکا,0,,,,,,
88742,noun,common smelt of Europe,رایحه رایج اروپا,0,,,,,,
88743,noun,smelts,ذوب ها,0,,,,,,
88744,noun,important marine and landlocked food fish of eastern North America and Alaska,ماهی های غذایی مهم دریایی و محصور در خشکی از شرق آمریکای شمالی و آلاسکا,0,,,,,,
88745,noun,the common smelt of Europe,رایحه رایج اروپا,0,,,,,,
88746,noun,very small northern fish; forage for sea birds and marine mammals and other fishes,ماهی های بسیار کوچک شمالی؛,0,,,,,,
88747,noun,fragile twining plant of South Africa with bright green flattened stems and glossy foliage popular as a floral decoration,گیاه دوقلوی شکننده آفریقای جنوبی با ساقه های پهن صاف سبز روشن و شاخ و برگ براق معروف به عنوان یک تزئین گل,0,,,,,,
88748,verb,"smile contemptuously; ""she sneered at her little sister's efforts to play the song on the piano""",لبخند تحقیر آمیز؛,0,,,,,,
88749,noun,a smiler whose smile is offensively self-satisfied,لبخند تحقیر آمیز؛,0,,,,,,
88750,noun,Rhodesian statesman who declared independence of Zimbabwe from Great Britain (born in 1919),دولتمرد رودزیایی که استقلال زیمبابوه را از انگلیس اعلام کرد (متولد 1919),0,,,,,,
88751,noun,United States suffragist who refused to pay taxes until she could vote (1792-1886),منتخب ایالات متحده که از پرداخت مالیات امتناع ورزید تا زمانی که بتواند رأی دهد (1866-1792),0,,,,,,
88752,noun,a maker of arrows,سازنده تیر,0,,,,,,
88753,noun,someone who makes or repairs guns,کسی که اسلحه می سازد یا تعمیر می کند,0,,,,,,
88754,noun,someone who makes or repairs tinware,شخصی که ظروف قلع قلبی را درست یا تعمیر می کند,0,,,,,,
88755,verb,smoke one cigarette after another; light one cigarette from the preceding one,یکی پس از دیگری سیگار بکشید.,0,,,,,,
88756,noun,lacking substance or reality,فاقد ماده یا واقعیت است,0,,,,,,
88757,noun,"blowing tobacco smoke out into the air; ""they smoked up the room with their ceaseless puffing""",دمیدن دود تنباکو به هوا؛,0,,,,,,
88758,noun,smoke trees,درختان دود,0,,,,,,
88759,noun,shrubby tree of southern United States having large plumes of feathery flowers resembling puffs of smoke,درخت بوته ای جنوب ایالات متحده دارای گلهای پر از گل شبیه پر از دود,0,,,,,,
88760,noun,Old World shrub having large plumes of yellowish feathery flowers resembling puffs of smoke,بوته دنیای قدیم دارای انبوهی از گلهای پر مایل به زرد و شبیه دودهای دود است,0,,,,,,
88761,noun,indigo bush,بوته نیلی,0,,,,,,
88762,adjective,"emitting or containing little or no smoke; ""smokeless factory stacks""; ""smokeless fuel""; ""a smokeless environment""",ساطع کننده یا حاوی دود کم یا بدون آن.,0,,,,,,
88763,adjective,"free of smoke; ""smoke-free offices and restaurants""",عاری از دود,0,,,,,,
88764,noun,a heavy smoker (usually of cigarettes) who lights one off of another,سیگاری سنگین (معمولاً سیگار) که یکی دیگر را روشن می کند,0,,,,,,
88765,noun,a smoker of cigarettes,سیگاری,0,,,,,,
88766,noun,a smoker of cigars,سیگاری سیگاری,0,,,,,,
88767,noun,a smoker who uses a pipe,سیگاری که از لوله استفاده می کند,0,,,,,,
88768,noun,stag party held for a bachelor (usually on the night before he is married),مهمانی گوزنی که برای یک لیسانس برگزار می شود (معمولاً شب قبل از ازدواج او),0,,,,,,
88769,noun,a man's soft jacket usually with a tie belt; worn at home,کت نرم مردانه معمولاً با کمربند کراوات ؛,0,,,,,,
88770,adjective,"marked by or emitting or filled with smoke; ""smoky rafters""; ""smoky chimneys""; ""a smoky fireplace""; ""a smoky corridor""",با دود مشخص شده یا پر می شود.,0,,,,,,
88771,adjective,"darkened by smoke; ""blackened rafters""",تاریک شده توسط دود؛,0,,,,,,
88772,adjective,"emitting smoke in great volume; ""a smoking fireplace""",انتشار دود در حجم زیاد ؛,0,,,,,,
88773,adjective,"containing smoke; ""smoke-filled rooms""",حاوی دود,0,,,,,,
88774,adjective,"tasting of smoke; ""smoky sausages""",چشیدن دود,0,,,,,,
88775,adjective,(of linens or clothes) smoothed with a hot iron,(از پارچه یا لباس) که با اتوی داغ صاف شده است,0,,,,,,
88776,adjective,"used especially of fabrics; ""uncreased trousers""",به خصوص از پارچه استفاده می شود.,0,,,,,,
88777,adjective,having an even texture,داشتن یک بافت یکنواخت,0,,,,,,
88778,adjective,having a smooth, fine-grained structure,دارای ساختاری صاف و دانه ریز,0,,,,,
88779,adjective,"resembling glass in smoothness and shininess and slickness; ""the glassy surface of the lake""; ""the pavement was...glassy with water""- Willa Cather",شبیه صافی و درخشندگی و نرم بودن شیشه ؛,0,,,,,,
88780,adjective,smooth and soft to sight or hearing or touch or taste,صاف و نرم نسبت به بینایی یا شنوایی یا لمس یا چشایی,0,,,,,,
88781,adjective,having a slightly undulating margin,حاشیه کمی موج دار,0,,,,,,
88782,adjective,having a wavy margin and rippled surface,دارای حاشیه مواج و سطح موج دار,0,,,,,,
88783,adjective,having no notches,بدون هیچ بریدگی,0,,,,,,
88784,verb,remove the thread (of screws),نخ (پیچ ها) را بردارید,0,,,,,,
88785,noun,the smooth feel of silk fabric,احساس صاف پارچه ابریشم,0,,,,,,
88786,noun,"having a very fine texture; ""the fineness of the sand on the beach""",داشتن بافت بسیار ظریف,0,,,,,,
88787,noun,the quality of being bland and gracious or ingratiating in manner,کیفیت ملایم و بخشنده بودن یا ناسپاس بودن به شیوه ای,0,,,,,,
88788,noun,"the quality of being free from errors or interruptions; ""the five-speed manual gearbox is smoothness personified""",کیفیت عاری از خطا یا وقفه ؛,0,,,,,,
88789,verb,stain with a dirty substance, such as soot,لکه دار شدن با یک ماده کثیف ، مانند دوده,0,,,,,
88790,noun,smut affecting leaves and stems of cereals and other grasses,برگ و ساقه های غلات و سایر علف ها را تحت تأثیر قرار می دهد,0,,,,,,
88791,noun,disease of rice; grains covered by a green powder consisting of conidia,بیماری برنج؛,0,,,,,,
88792,noun,parasitic fungi causing smuts; sometimes placed in class Tiliomycetes,قارچ های انگلی که باعث ایجاد smuts می شوند.,0,,,,,,
88793,noun,a smut fungus causing a smut disease of grains in which the spore masses are covered or held together by the grain membranes,یک قارچ دندانه دار باعث ایجاد بیماری دانه دانه ای می شود که در آن توده های اسپور توسط غشا grain دانه پوشانده شده یا به هم چسبیده اند,0,,,,,,
88794,noun,a smut fungus attacking Indian corn,یک قارچ صاف که به ذرت هند حمله می کند,0,,,,,,
88795,noun,genus of smut fungus,تیره قارچ صاف,0,,,,,,
88796,noun,smut fungus attacking heads of corn or sorghum and causing a covered smut,قارچ دندانه دار به سر ذرت یا سورگوم حمله می کند و باعث ایجاد دوده ای پوشیده می شود,0,,,,,,
88797,noun,smut fungus causing blackish blisters on scales and leaves of onions; especially destructive to seedlings,قارچ صاف باعث ایجاد تاول های مایل به سیاه در فلس و برگ پیاز می شود.,0,,,,,,
88798,noun,a smut fungus causing a smut in cereals and other grasses that chiefly affects leaves and stems and is characterized chains of sori within the plant tissue that later rupture releasing black masses of spores,یک قارچ صاف باعث ایجاد دود در غلات و گیاهان دیگر می شود که عمدتا بر برگها و ساقه ها تأثیر می گذارد و مشخصه زنجیره سوری در بافت گیاه است که بعداً پاره می شود و باعث آزاد شدن توده های سیاه اسپور می شود,0,,,,,,
88799,adjective,"snarled or stalled in complete confusion; ""situation normal--all fucked-up""",یک قارچ صاف باعث ایجاد دود در غلات و گیاهان دیگر می شود که عمدتا بر برگها و ساقه ها تأثیر می گذارد و مشخصه زنجیره سوری در بافت گیاه است که بعداً پاره می شود و باعث آزاد شدن توده های سیاه اسپور می شود,0,,,,,,
88800,noun,a dead tree that is still standing," usually in an undisturbed forest; ""a snag can provide food and a habitat for insects and birds""",یک درخت مرده که هنوز ایستاده است ، معمولاً در یک جنگل بدون مزاحمت ؛,0,,,,,
88801,verb,gather whelk,جمع کنید,0,,,,,,
88802,noun,any of numerous tropical marine snails that as adults have the outer lip of the aperture produced into a series of long curved spines,هر یک از حلزون های دریایی گرمسیری متعدد که در بزرگسالان لب خارجی دیافراگم دارند و به یک سری خارهای منحنی بلند تولید می شود,0,,,,,,
88803,noun,a deceitful or treacherous person,شخص فریبکار یا خیانتکار,0,,,,,,
88804,noun,a snake used to unblock toilets,یک مار برای رفع انسداد توالت استفاده می شد,0,,,,,,
88805,noun,a plumber's snake for clearing a trap and drain,مار لوله کش برای پاکسازی دام و تخلیه,0,,,,,,
88806,noun,rail fence consisting of a zigzag of interlocking rails,حصار ریلی متشکل از یک زیگزاگ از ریل های بهم پیوسته,0,,,,,,
88807,noun,chiefly American herbs: sanicle,عمدتاً گیاهان آمریکایی: ماده مخدر,0,,,,,,
88808,noun,sanicle of northwestern United States and British Columbia having yellow flowers,گلدان زرد شمال غربی ایالات متحده و بریتیش کلمبیا,0,,,,,,
88809,noun,sanicle of northwestern United States and British Columbia having yellow or red or purple flowers,گلدان شمال غربی ایالات متحده و بریتیش کلمبیا دارای گلهای زرد یا قرمز یا بنفش,0,,,,,,
88810,noun,sanicle of Europe and Asia having white to pale pink flowers,گلدان سفید و صورتی صورتی کم رنگ در اروپا و آسیا,0,,,,,,
88811,noun,low-growing sticky subshrub of southwestern United States having narrow linear leaves on many slender branches and hundreds of tiny yellow flower heads,زیر درختچه چسبنده با رشد کم در جنوب غربی ایالات متحده دارای برگهای باریک باریک در بسیاری از شاخه های باریک و صدها سر گل زرد کوچک,0,,,,,,
88812,noun,sticky perennial herbs and subshrubs of western North America and warm South America,زیر درختچه چسبنده با رشد کم در جنوب غربی ایالات متحده دارای برگهای باریک باریک در بسیاری از شاخه های باریک و صدها سر گل زرد کوچک,0,,,,,,
88813,noun,any of several plants of the genus Gutierrezia having tiny flower heads that resemble the heads of matches,هر یک از چندین گیاه از تیره Gutierrezia دارای گل های ریز گل که شبیه سر کبریت ها است,0,,,,,,
88814,verb,seize or catch with a swooping motion,با یک حرکت سریع حرکت کنید,0,,,,,,
88815,noun,a genus of herbs of the family Scrophulariaceae with brightly colored irregular flowers,تیره ای از گیاهان از خانواده Scrophulariaceae با گلهای نامنظم با رنگ روشن,0,,,,,,
88816,noun,California plant with slender racemes of white flowers,گیاهی در کالیفرنیا با گل های سفید نازک و باریک,0,,,,,,
88817,noun,southwestern United States plant with yellow flowers on stems that twist and twine through other vegetation,گیاه جنوب غربی ایالات متحده با گلهای زرد روی ساقه هایی که از طریق سایر پوشش های گیاهی پیچ و تاب می خورند,0,,,,,,
88818,noun,perennial native to the Mediterranean but widely cultivated for its purple or pink flowers,چند ساله بومی مدیترانه است اما به دلیل داشتن گلهای بنفش یا صورتی به طور گسترده ای کشت می شود,0,,,,,,
88819,noun,flesh of any of various important food fishes of warm seas,گوشت هر یک از انواع ماهیان مهم غذایی دریاهای گرم,0,,,,,,
88820,noun,Australian food fish having a pinkish body with blue spots,ماهی های غذایی استرالیایی دارای بدنی مایل به صورتی و لکه های آبی هستند,0,,,,,,
88821,noun,highly esteemed reddish lean flesh of snapper from Atlantic coast and Gulf of Mexico,گوشت لاغر مایل به قرمز بسیار معتبر از سواحل آتلانتیک و خلیج مکزیک,0,,,,,,
88822,noun,Australian snapper,قاپ استرالیایی,0,,,,,,
88823,noun,spiny-finned food fishes of warm waters having well-developed teeth,ماهی های خوراکی باله و پر از آب گرم که دندان های خوبی دارند,0,,,,,,
88824,noun,snappers,چوب دستی,0,,,,,,
88825,noun,an esteemed food fish with pinkish red head and body; common in the Atlantic coastal waters of North America and the Gulf of Mexico,ماهی خوراکی گرامی با سر و بدن قرمز مایل به صورتی؛,0,,,,,,
88826,noun,found in shallow waters off the coast of Florida,در آبهای کم عمق ساحل فلوریدا پیدا شده است,0,,,,,,
88827,noun,similar to and often marketed as `red snapper';,"مشابه و اغلب به عنوان ""snapper قرمز"" به بازار عرضه می شود.",0,,,,,,
88828,noun,superior food fish of the tropical Atlantic and Caribbean with broad yellow stripe along the sides and on the tail,ماهی غذای برتر نواحی گرمسیری اقیانوس اطلس و کارائیب با نوار زرد گسترده در امتداد کناره ها و دم,0,,,,,,
88829,noun,large-headed turtle with powerful hooked jaws found in or near water; prone to bite,لاک پشت سر بزرگ با فک های قلاب دار قدرتمند که در آب یا نزدیک آن وجود دارد.,0,,,,,,
88830,noun,snapping turtles,لاک پشت های خرد شده,0,,,,,,
88831,noun,large aggressive freshwater turtle with powerful jaws,لاک پشت بزرگ آب شیرین تهاجمی با فک های قدرتمند,0,,,,,,
88832,noun,snapping turtles,لاک پشت های خرد شده,0,,,,,,
88833,noun,large species having three ridges on its back; found in southeastern United States,گونه های بزرگ که دارای سه برجستگی در پشت خود هستند.,0,,,,,,
88834,adjective,"tending to speak irritably; ""a snappish tone of voice""",تمایل به تحریک صحبت کردن,0,,,,,,
88835,adjective,"smart and fashionable; ""snappy conversation""; ""some sharp and whipping lines""",باهوش و شیک پوش؛,0,,,,,,
88836,noun,a trap from which there is no escape,تله ای که از آن گریزی نیست,0,,,,,,
88837,noun,a trap arranged on a roadway for catching speeders,تله ای که برای گرفتن سرعت دهنده ها در جاده ای مرتب شده است,0,,,,,,
88838,noun,strings stretched across the lower head of a snare drum; they make a rattling sound when the drum is hit,رشته های کشیده شده در پایین سر یک طبل دام؛,0,,,,,,
88839,noun,a surgical instrument consisting of wire hoop that can be drawn tight around the base of polyps or small tumors to sever them; used especially in body cavities,یک ابزار جراحی متشکل از حلقه سیم که می تواند در اطراف قاعده پولیپ یا تومورهای کوچک محکم شود تا آنها را قطع کند.,0,,,,,,
88840,noun,a vicious angry growl,غرغر عصبانی باطل,0,,,,,,
88841,noun,an angry vicious expression,عبارتی شرورانه عصبانی,0,,,,,,
88842,noun,a weightlift in which the barbell is lifted overhead in one rapid motion,وزنه برداری که در آن هالتر با یک حرکت سریع از بالای سر برداشته می شود,0,,,,,,
88843,noun,"a thief who grabs and runs; ""a purse snatcher""",دزدی که می گیرد و می دود.,0,,,,,,
88844,noun,a person who is regarded as underhanded and furtive and contemptible,شخصی که کم کاری و خیالی و تحقیر محسوب می شود,0,,,,,,
88845,noun,a thief who steals without using violence,دزدی که بدون اعمال خشونت به سرقت می پردازد,0,,,,,,
88846,noun,someone who lives near wharves and lives by pilfering from ships or warehouses,کسی که در نزدیکی اسکله ها زندگی می کند و با سرقت از کشتی ها یا انبارها زندگی می کند,0,,,,,,
88847,verb,exhale spasmodically," as when an irritant entered one's nose; ""Pepper makes me sneeze""",بازدم را به صورت اسپاسم انجام دهید ، مانند زمانی که یک ماده تحریک کننده وارد بینی شما می شود.,0,,,,,
88848,noun,genus of American herbs with flowers having yellow rays: sneezeweeds,تیره گیاهان آمریکایی با گلهایی که پرتوهای زرد دارند: علف های هرز,0,,,,,,
88849,noun,North American perennial with bright yellow late summer flowers,چند ساله آمریکای شمالی با گلهای زرد روشن اواخر تابستان,0,,,,,,
88850,noun,stout perennial herb of western United States having flower heads with drooping orange-yellow rays; causes spewing sickness in sheep,گیاهان تنومند و تنومند غربی ایالات متحده که دارای گلهایی با پرتوهای زرد نارنجی است.,0,,,,,,
